//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,39,0,34,25,36,0,0,200,0,0,35,34,26,25,27,25,26,34,0,0,0,0,38,1
1,0,0,0,36,35,34,0,0,0,0,0,35,34,26,25,26,34,35,0,0,202,0,0,1
1,204,0,0,0,34,25,36,0,0,0,200,0,35,34,26,34,35,0,0,0,0,0,0,1
1,0,200,0,0,0,36,25,34,0,0,0,0,0,35,34,35,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,34,35,36,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,36,25,34,0,0,0,0,200,0,0,204,0,0,0,0,0,1
1,0,0,0,0,204,0,0,0,34,35,36,0,0,0,0,0,0,0,200,0,0,0,0,1
1,0,0,0,0,0,0,0,0,36,25,34,0,0,0,0,0,0,0,0,0,0,0,25,1
1,0,201,0,0,0,0,0,0,200,0,0,1,1,1,1,1,1,0,0,0,0,25,34,1
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,34,0,1
1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,201,0,0,0,0,0,0,0,0,1
1,1,0,204,0,0,0,0,201,25,0,0,0,0,0,0,0,0,0,201,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,200,0,0,0,1
1,0,0,0,0,0,0,0,0,201,1,1,1,1,0,0,200,0,0,201,0,0,0,0,1
1,24,0,0,0,0,0,0,0,0,0,0,1000,25,0,0,0,0,0,0,0,0,0,37,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
