//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,201,0,0,0,0,0,0,0,26,0,27,0,26,0,0,0,0,0,0,0,200,0,1
1,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,1
1,,0,1,1,1,1,1,1,34,1,1,1,1,1,34,1,1,1,1,1,1,0,0,1
1,0,0,1,0,0,0,0,1,200,0,0,0,201,0,0,1,35,0,0,0,1,0,0,1
1,0,0,1,200,0,1,34,1,0,0,0,0,0,0,0,1,34,1,0,201,1,0,0,1
1,200,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,36,1,0,0,0,0,201,1
1,0,0,0,0,0,1,38,1,0,0,0,0,0,0,0,1,39,1,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,34,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,201,0,202,0,0,1,37,1,0,0,203,0,0,200,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
1,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,1
1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
