//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,28,35,0,27,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,1,28,28,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,1,28,28,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,28,0,0,0,1
1,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,1,38,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,30,30,30,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,203,1
1,33,1,1,0,0,1,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,1
1,31,31,1,0,0,1,29,29,29,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,32,32,1,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1000,0,1,32,32,34,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
