//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1
1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,0,0,0,0,0,0,0,0,41,0,1
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
1,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,42,1,0,0,0,0,0,0,0,0,0,42,0,0,1
1,1,1,1,1,1,30,1,1,1,1,1,1,1,30,1
1,42,1,1,1,1,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
1,1,1,1,1,0,0,0,0,1,1,41,0,1,0,1
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,42,1,1,1,1,1,0,0,0,0,1,0,1,0,1
1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1
1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1
1,1,1,0,1,42,1,0,0,0,0,1,0,0,0,1
1,1,1,30,1,1,1,30,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,1,0,0,0,0,42,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1
1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,0,0,0,0,41,0,1
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,0,0,0,0,0,0,30,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
1,1,1,0,0,42,0,0,0,1,1,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
